"","original_title.x","id","Actor","Director","budget.x","X1st.genre","genres","X1st.production.company","runtime.x","ProductionBudget","DomesticGross","release_date.x"
"751","mutant world",290370,"kim coates","david winning",0,"science fiction","[{'id': 878, 'name': 'Science Fiction'}]","Nomadic Pictures",85,1500000,0,"2014-09-27"
"752","amen",155096,"kim hye na","kim ki duk",0,"drama","[{'id': 18, 'name': 'Drama'}]","Kim Ki-Duk Film",72,1.4e+07,274299,"2011-12-08"
"753","almost christmas",340402,"kimberly elise","david e talbert",17000000,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","Universal Pictures",111,1.7e+07,42065185,"2016-11-11"
"754","woman thou art loosed",44634,"kimberly elise","michael schultz",3000000,"drama","[{'id': 18, 'name': 'Drama'}]",NA,94,3e+06,6879730,"2004-09-30"
"755","driven",10477,"kip pardue","renny harlin",94000000,"action","[{'id': 28, 'name': 'Action'}]","Epsilon Motion Pictures",116,7.2e+07,32616869,"2001-04-27"
"756","left behind",37302,"kirk cameron","vic sarin",0,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]","Cloud Ten Pictures",96,1.6e+07,14019924,"2000-10-30"
"758","fireproof",14438,"kirk cameron","alex kendrick",500000,"drama","[{'id': 18, 'name': 'Drama'}]","Carmel Entertainment",122,5e+05,33456317,"2008-09-26"
"759","bring it on",1588,"kirsten dunst","peyton reed",28000000,"comedy","[{'id': 35, 'name': 'Comedy'}]","Beacon Communications",98,1e+07,68353550,"2000-08-25"
"761","crazy beautiful",10691,"kirsten dunst","john stockwell",13000000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","Touchstone Pictures",99,1.3e+07,16929123,"2001-06-29"
"763","pompeii",76649,"kit harington","paul w s anderson",130000000,"action","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]","Impact Pictures",105,8e+07,23169033,"2014-02-18"
"764","krisha",323929,"krisha fairchild","trey edward shults",0,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","A24",81,30000,144822,"2016-03-18"
"765","twilight",8966,"kristen stewart","catherine hardwicke",37000000,"adventure","[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","Summit Entertainment",122,3.7e+07,192769854,"2008-11-20"
"767","street fighter the legend of chun li",15268,"kristin kreuk","andrzej bartkowiak",50000000,"action","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]","Twentieth Century Fox Film Corporation",97,5e+07,8742261,"2009-02-27"
"768","nomad",19495,"kuno becker","sergei bodrov jr",25000000,"action","[{'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]","Wild Bunch",112,4e+07,79123,"2005-07-17"
"769","miracle",14292,"kurt russell","gavin o connor",28000000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]","Walt Disney",135,2.8e+07,64378093,"2004-02-06"
"771","bone tomahawk",294963,"kurt russell","s craig zahler",1800000,"horror","[{'id': 27, 'name': 'Horror'}, {'id': 37, 'name': 'Western'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]","Caliber Media Company",132,2e+06,0,"2015-10-23"
"773","the young and prodigious t s spivet",157841,"kyle catlett","jean pierre jeunet",33000000,"adventure","[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]","EpithÃ¨te Films",105,3.3e+07,176847,"2013-10-16"
"774","the dark knight",72003,"kyle walsh","drew maxwell",0,"action","[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",NA,86,1.85e+08,535234033,"2011-07-11"
"775","non stop",240913,"lacey chabert","richard gabai",0,"tv movie","[{'id': 10770, 'name': 'TV Movie'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","Check Entertainment",90,5e+07,91742160,"2013-11-29"
"776","red riding hood",44507,"lainie kazan","randal kleiser",0,"family","[{'id': 10751, 'name': 'Family'}, {'id': 10769, 'name': 'Foreign'}, {'id': 27, 'name': 'Horror'}]",NA,84,4.2e+07,37662162,"2006-06-27"
"777","on the line",34043,"lance bass","eric bross",0,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]","Miramax Films",85,1e+07,4365455,"2001-10-26"
"778","the invitation",202171,"lance henriksen","pat bermel",0,"horror","[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",NA,85,1e+06,231738,"2003-12-23"
"779","digimon the movie",20455,"lara jill miller","mamoru hosoda",5500000,"fantasy","[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]","Saban Entertainment",82,5e+06,9628751,"2000-03-17"
"780","whatever works",19265,"larry david","woody allen",15000000,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","Sony Pictures Classics",92,1.5e+07,5306706,"2009-06-19"
"781","foreign letters",176069,"laura camien","ela thier",0,NA,"[]","NBTV Studios",100,40000,0,"2012-04-22"
"782","lisa picard is famous",206412,"laura kirk","griffin dunne",0,NA,"[]",NA,90,1e+06,113433,"2000-05-14"
"783","you can count on me",14295,"laura linney","kenneth lonergan",0,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","Cappa Productions",111,1200000,9180275,"2000-11-17"
"784","the kitchen",137683,"laura prepon","ishai setton",0,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","Unbound Feet Productions",79,3.8e+07,12180032,"2012-08-13"
"785","the real cancun",19153,"laura ramsey","rick de oliveira",0,"documentary","[{'id': 99, 'name': 'Documentary'}]",NA,96,4e+06,3816594,"2003-04-23"
"786","the divide",38541,"lauren german","xavier gens",3000000,"horror","[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]","Instinctive Film",112,3e+06,18000,"2011-03-13"
"787","the glass house",2176,"leelee sobieski","daniel sackheim",30000000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","Original Film",106,2.2e+07,17951431,"2001-09-14"
"788","hercules",22211,"leelee sobieski","roger young",0,"fantasy","[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]","Hallmark Entertainment",240,1e+08,72688614,"2005-04-01"
"789","here on earth",13539,"leelee sobieski","mark piznarski",0,"romance","[{'id': 10749, 'name': 'Romance'}]","Fox 2000 Pictures",96,1.5e+07,10494147,"2000-03-23"
"791","tiny furniture",47607,"lena dunham","lena dunham",65000,"romance","[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","Tiny Ponies",99,50000,391674,"2010-11-12"
"792","morgan",151693,"leo minaya","michael d akers",0,"drama","[{'id': 18, 'name': 'Drama'}]",NA,89,8e+06,3915251,"2012-01-07"
"793","j edgar",88794,"leonardo dicaprio","clint eastwood",35000000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 36, 'name': 'History'}]","Imagine Entertainment",137,3.5e+07,37306030,"2011-11-09"
"794","pan",266647,"levi miller","joe wright",150000000,"adventure","[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]","Warner Bros.",111,1.5e+08,35088320,"2015-09-24"
"795","unaccompanied minors",18147,"lewis black","paul feig",26000000,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",NA,90,2.5e+07,16655224,"2006-12-08"
"796","independence day resurgence",47933,"liam hemsworth","roland emmerich",165000000,"action","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]","Twentieth Century Fox Film Corporation",120,1.65e+08,103144286,"2016-06-22"
"797","the way way back",147773,"liam james","jim rash",4600000,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","Fox Searchlight Pictures",103,5e+06,21502690,"2013-06-06"
"798","a walk among the tombstones",169917,"liam neeson","scott frank",28000000,"crime","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","Double Feature Films",113,2.8e+07,26017685,"2014-09-18"
"800","taken 2",82675,"liam neeson","olivier megaton",45000000,"action","[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]","Twentieth Century Fox Film Corporation",91,4.5e+07,139854287,"2012-09-27"
"801","the mortal instruments city of bones",123553,"lily collins","harald zwart",60000000,"action","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}]","Constantin Film Produktion",130,6e+07,31165421,"2013-08-21"
"802","yoga hosers",290825,"lily rose depp","kevin smith",5000000,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","Invincible Pictures Corp.",88,5e+06,0,"2016-07-08"
"803","margaret",43721,"lindsay duncan","james kent",0,"tv movie","[{'id': 10770, 'name': 'TV Movie'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","British Broadcasting Corporation (BBC)",113,1.4e+07,47185,"2009-03-26"
"804","pandaemonium",40880,"linus roache","julien temple",0,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]","Arts Council of England",124,1.5e+07,0,"2001-06-29"
"805","aroused",178862,"lisa ann","deborah anderson",0,"documentary","[{'id': 99, 'name': 'Documentary'}]","Cherry On Top",73,150000,0,"2013-02-20"
"806","civil brand",30246,"lisaraye mccoy","neema barnette",0,"crime","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",NA,95,5e+05,254293,"2003-08-29"
"807","chacun sa nuit",12838,"lizzie brocheré","jean marc barr",0,"drama","[{'id': 18, 'name': 'Drama'}]","La Fabrique de Films",95,1900000,18435,"2006-07-21"
"808","the green inferno",171424,"lorenza izzo","eli roth",5000000,"action","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","Worldview Entertainment",100,1e+06,7192291,"2014-09-04"
"809","no se aceptan devoluciones",211954,"loreto peralta","eugenio derbez",5500000,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","Filmax",115,5e+06,44467206,"2013-07-20"
"810","lights out",259761,"lotta losten","david f sandberg",0,"horror","[{'id': 27, 'name': 'Horror'}]",NA,3,5e+06,67268835,"2013-12-01"
"811","awol 72",342502,"luke goss","christian sesma",3000000,"thriller","[{'id': 53, 'name': 'Thriller'}]","Triumphant Entertainment",79,3e+06,0,"2015-08-07"
"812","a street cat named bob",404378,"luke treadaway","roger spottiswoode",8000000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]","Prescience",103,8e+06,82703,"2016-11-04"
"813","rock dog",333667,"luke wilson","ash brannon",60000000,"adventure","[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}]","Reel FX Creative Studios",90,6e+07,9420546,"2016-07-08"
"814","old school",11635,"luke wilson","todd phillips",24000000,"comedy","[{'id': 35, 'name': 'Comedy'}]","DreamWorks SKG",91,2.4e+07,75155000,"2003-02-21"
"815","blue ruin",188166,"macon blair","jeremy saulnier",0,"crime","[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]","Film Science",90,420000,258384,"2014-04-25"
"816","queen of katwe",317557,"madina nalwanga","mira nair",15000000,"drama","[{'id': 18, 'name': 'Drama'}]","Walt Disney Pictures",124,1.5e+07,8874389,"2016-09-23"
"817","the next best thing",1831,"madonna","john schlesinger",25000000,"comedy","[{'id': 35, 'name': 'Comedy'}]","Paramount Pictures",108,2.5e+07,14983572,"2000-03-03"
"818","the duff",272693,"mae whitman","ari sandel",8500000,"romance","[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]","Wonderland Sound and Vision",100,8500000,34030343,"2015-02-20"
"819","clean",39851,"maggie cheung","olivier assayas",0,"drama","[{'id': 18, 'name': 'Drama'}]",NA,111,10000,138711,"2004-09-01"
"820","nancy drew",109797,"maggie lawson","james frawley",0,"mystery","[{'id': 9648, 'name': 'Mystery'}]","Touchstone Television",87,2e+07,25584685,"2002-12-15"
"821","the lady in the van",328589,"maggie smith","nicholas hytner",6000000,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","BBC Films",104,6e+06,10021175,"2015-11-13"
"822","it follows",270303,"maika monroe","david robert mitchell",2000000,"horror","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","Northern Lights Films",100,2e+06,14674077,"2015-02-04"
"823","how to deal",17403,"mandy moore","clare kilner",0,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","Golden Mean",99,1.6e+07,14108518,"2003-07-18"
"824","thr3e",13569,"marc blucas","robby henson",0,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","MovieRoom Productions",101,2400000,1008849,"2006-12-01"
"825","redemption",218974,"maren ade","miguel gomes",0,"history","[{'id': 36, 'name': 'History'}]",NA,26,2.3e+07,36686,"2013-10-11"
"826","blue car",46989,"margaret colin","karen moncrieff",1000000,"drama","[{'id': 18, 'name': 'Drama'}]",NA,92,1e+06,464126,"2002-01-11"
"827","nannerl la soeur de mozart",62116,"marie féret","rené féret",0,"drama","[{'id': 18, 'name': 'Drama'}]","Les Films Alyne",120,4500000,707885,"2010-06-09"
"828","in her line of fire",56491,"mariel hemingway","brian trenchard smith",1000000,"action","[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","ApolloProMovie & Co. 1. Filmproduktion",88,1e+06,884,"2006-04-21"
"829","sparrows dance",136466,"marin ireland","noah buschel",175000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","OneZero Productions",81,175000,2602,"2013-08-23"
"830","i love your work",25428,"marisa coughlan","adam goldberg",0,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",NA,111,1600000,3264,"2003-10-05"
"831","the puffy chair",24055,"mark duplass","jay duplass",0,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",NA,85,15000,194523,"2005-01-17"
"832","23 blast",295588,"mark hapka","dylan baker",0,"drama","[{'id': 18, 'name': 'Drama'}]","Toy Gun Films",98,1e+06,549185,"2014-10-24"
"833","begin again",198277,"mark ruffalo","john carney",8000000,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]","Likely Story",104,8e+06,16170632,"2013-09-07"
"834","rocknrolla",13809,"mark strong","guy ritchie",18000000,"action","[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]","StudioCanal",114,1.8e+07,5700626,"2008-09-04"
"835","the yards",19457,"mark wahlberg","james gray",0,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]","Miramax Films",115,2e+07,882710,"2000-04-27"
"836","lone survivor",193756,"mark wahlberg","peter berg",40000000,"action","[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]","Universal Pictures",121,4e+07,125095601,"2013-12-24"
"837","fifty shades of black",351819,"marlon wayans","michael tiddes",20000000,"romance","[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]","Open Road Films (II)",92,5e+06,11686940,"2016-01-28"
"838","you got served",14114,"marques houston","chris stokes",0,"drama","[{'id': 18, 'name': 'Drama'}]",NA,95,8e+06,40066497,"2004-01-30"
"839","lovely still",51384,"martin landau","nicholas fackler",0,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",NA,92,5e+06,127564,"2008-01-01"
"840","big momma s house",9600,"martin lawrence","raja gosnell",30000000,"crime","[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}]","Twentieth Century Fox Film Corporation",98,3.3e+07,117559438,"2000-05-31"
"841","black knight",11469,"martin lawrence","gil junger",0,"adventure","[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]","Twentieth Century Fox Film Corporation",95,3.5e+07,33422806,"2001-11-21"
"842","martin lawrence live runteldat",20337,"martin lawrence","martin lawrence",3000000,"comedy","[{'id': 35, 'name': 'Comedy'}]",NA,113,3e+06,19184820,"2002-08-01"
"843","open season",7484,"martin lawrence","jill culton",85000000,"adventure","[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]","Sony Pictures Animation",83,8.5e+07,85105259,"2006-09-29"
"844","welcome home roscoe jenkins",13490,"martin lawrence","malcolm d lee",35000000,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","Universal Pictures",114,27500000,42436517,"2008-02-08"
"845","who killed the electric car ",13508,"martin sheen","chris paine",1000000,"documentary","[{'id': 99, 'name': 'Documentary'}]","Electric Entertainment",92,1e+06,1678874,"2006-08-04"
"846","scoop ",409550,"masaharu fukuyama","hitoshi ohne",0,"mystery","[{'id': 9648, 'name': 'Mystery'}]","Office Crescendo",119,4e+06,10525717,"2016-10-01"
"847","la chambre bleue",266034,"mathieu amalric","mathieu amalric",0,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]","Alfama Films",75,1400000,260441,"2014-05-16"
"848","the virginity hit",42889,"matt bennett","huck botko",2000000,"comedy","[{'id': 35, 'name': 'Comedy'}]","Gary Sanchez Productions",120,2e+06,636706,"2010-09-10"
"849","spirit stallion of the cimarron",9023,"matt damon","kelly asbury",80000000,"western","[{'id': 37, 'name': 'Western'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","DreamWorks SKG",83,8e+07,73215310,"2002-05-24"
"850","jason bourne",324668,"matt damon","paul greengrass",120000000,"action","[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","The Kennedy/Marshall Company",123,1.2e+08,162192920,"2016-07-27"
"851","hereafter",44603,"matt damon","clint eastwood",50000000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]","Amblin Entertainment",129,5e+07,32746941,"2010-10-15"
"852","all the pretty horses",21355,"matt damon","billy bob thornton",57000000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 37, 'name': 'Western'}]","Columbia Pictures",117,4.5e+07,15527125,"2000-12-11"
"853","city of ghosts",31932,"matt dillon","matt dillon",0,"thriller","[{'id': 53, 'name': 'Thriller'}]",NA,116,17500000,325491,"2002-01-01"
