"","id","budget","1st genre","original_title","1st production company","release_date","revenue","runtime"
"28774","271674","15000000","drama","suite française","qwerty films",2014-11-05,9104716,107
"28776","267481","0","comedy","кухня в париже","central partnership",2014-05-01,0,106
"28780","253307","0","science fiction","the infinite man","bonsai films",2014-09-18,0,85
"28781","262500","110000000","adventure","insurgent","summit entertainment",2015-03-18,295238201,119
"28782","325138","0","drama","dum laga ke haisha","yash raj films",2015-02-27,0,110
"28783","82448","0","drama","simon och ekarna","schmidtz katze filmkollektiv",2011-12-08,0,122
"28784","230179","8500000","action","big game","head gear films",2014-09-05,7500000,90
"28786","142408","0","romance","laissons lucie faire !",NA,2000-12-27,0,91
"28787","78258","0",NA,"vénus et fleur",NA,2004-06-23,0,0
"28789","118412","0","animation","ベルセルク 黄金時代篇ii ドルドレイ攻略","warner bros.",2012-06-23,0,98
"28790","113082","0","action","ベルセルク 黄金時代篇i 覇王の卵","warner bros.",2012-02-03,0,76
"28791","144288","0","animation","ベルセルク 黄金時代篇iii 降臨","warner bros.",2013-02-01,0,110
"28792","271724","0","drama","hippocrate","france télévision",2014-09-03,0,101
"28794","18815","0","drama","i taket lyser stjärnorna","filmlance international ab",2009-01-30,0,90
"28795","213110","0","comedy","the amazing screw-on head","lionsgate",2006-08-20,0,22
"28796","228161","135000000","fantasy","home","twentieth century fox film corporation",2015-03-18,368871007,94
"28798","261375","0","romance","flying home","kanakna productions",2014-04-02,0,96
"28799","69619","0","action","b+ jing taam","enlight pictures",2011-05-12,0,101
"28811","260947","3000000","mystery","something wicked","merchant films",2014-04-04,0,95
"28812","245703","18000000","adventure","midnight special","warner bros.",2016-02-18,6212282,112
"28813","266396","40000000","action","the gunman","studiocanal",2015-02-16,13644292,115
"28814","275060","0","drama","the disappearance of eleanor rigby: her","myriad pictures",2014-10-10,0,100
"28815","276401","0","romance","the disappearance of eleanor rigby: him","myriad pictures",2014-10-10,0,89
"28816","199647","0","drama","the color of time","rabbitbandini productions",2012-11-16,0,72
"28818","255343","17000000","thriller","escobar: paradise lost","nexus factory",2014-10-11,3758328,120
"28824","314389","0","action","baby","t-series",2015-01-23,0,160
"28825","255890","0","documentary","der kreis","srf zwei",2014-09-18,0,100
"28826","260176","0","drama","southern baptist sissies","beard collins shores productions",2013-11-18,0,138
"28827","136070","0","romance","乱暴と待機","sony music entertainment japan",2010-10-09,0,97
"28828","244063","0","drama","jongens","pupkin film",2014-01-08,0,78
"28829","227975","0","drama","praia do futuro","coração da selva",2014-05-01,0,106
"28830","220493","0","drama","sal","rabbitbandini productions",2013-11-01,0,103
"28831","168259","190000000","action","furious 7","universal pictures",2015-04-01,1506249360,137
"28832","277685","1000000","horror","unfriended","bazelevs production",2015-04-17,62882090,82
"28833","246308","0","documentary","master of the universe","arte deutschland tv gmbh",2013-11-07,0,88
"28834","140441","0","horror","貞子3d","kadokawa pictures",2012-05-12,0,96
"28835","228973","0","drama","backcountry","téléfilm canada",2015-03-20,0,92
"28836","23155","0","action","劇場版「空の境界」第五章 矛盾螺旋","ufotable",2008-08-16,0,114
"28847","256030","0","horror","muck","withano productions",2015-03-15,0,99
"28848","291272","0","horror","we are still here","dark sky films",2015-06-05,0,84
"28849","293970","0","horror","the final girls","groundswell productions",2015-10-09,0,91
"28865","57219","0","action","chain of command",NA,2000-07-22,0,96
"28867","87178","0","horror","the whisperer in darkness",NA,2011-03-12,0,104
"28885","241855","0","horror","spring","xyz films",2014-03-20,49970,109
"28886","327029","0","action","power/rangers","adi shankar production",2015-02-24,0,14
"28889","266537","0","comedy","pas son genre","artemis film",2014-04-30,0,111
"28890","276901","0","drama","mall","the collective",2014-06-18,0,88
"28891","302465","0",NA,"brothers on the line",NA,2012-03-08,0,80
"28892","79570","2000000","drama","beat the drum",NA,2003-10-10,0,114
"28893","48376","0","comedy","severe clear","sirk productions",2010-03-12,0,93
"28896","240745","0","drama","cymbeline","benaroya pictures",2014-09-03,0,97
"28899","137222","0",NA,"doppelgänger paul",NA,2012-09-12,0,81
"28900","40040","0","horror","spiders 2: breeding ground","nu image films",2001-01-01,0,96
"28903","267793","0","tv movie","petals on the wind","cue the dog productions",2014-05-26,0,85
"28904","19318","0","comedy","mr. troop mom",NA,2009-06-19,0,84
"28906","136190","0","crime","ve stínu","bleiberg entertainment",2012-09-13,0,106
"28914","285863","0","music","songs she wrote about people she knows",NA,2014-09-04,0,80
"28915","8371","0","drama","guter junge","westdeutscher rundfunk (wdr)",2008-04-09,0,90
"28916","181283","50000000","crime","child 44","summit entertainment",2015-03-15,3324330,137
"28918","39041","0","drama","the conrad boys",NA,2006-01-01,0,93
"28919","105766","0",NA,"musikanten","rai cinemafiction",2006-03-03,0,0
"28920","74119","0","comedy","et soudain, tout le monde me manque","tfi films productions",2011-04-20,0,98
"28923","13015","0","documentary","george carlin: life is worth losing","cable stuff productions",2005-11-05,0,74
"28924","184155","7720000","drama","легенда №17","three t productions",2013-04-17,0,134
"28926","137221","0","documentary","o dia que durou 21 anos","pequi filmes",2012-09-30,0,77
"28927","81022","0","drama","viudas",NA,2011-08-18,0,100
"28929","165027","0","drama","rückenwind","salzgeber & company medien",2009-06-04,0,75
"28930","283227","0","drama","a little chaos","bbc films",2014-09-13,0,117
"28931","187252","0","drama","au nom du fils",NA,2012-09-29,0,80
"28933","108540","0","documentary","bill w.",NA,2012-05-18,0,104
"28941","257091","40000000","comedy","get hard","gary sanchez productions",2015-03-26,111811453,100
"28942","143928","5000000","horror","hellgate",NA,2011-11-05,0,94
"28943","326665","0","comedy","aziz ansari: live at madison square garden",NA,2015-03-06,0,58
"28944","322518","0","thriller","the intruders","darius films",2015-02-24,0,92
"28945","161064","0",NA,"filmistaan",NA,2012-07-10,0,117
"28946","305091","0","documentary","that sugar film","madman entertainment",2014-07-31,0,97
"28949","328032","0","fantasy","mara und der feuerbringer","constantin film",2015-04-02,0,90
"28951","80527","0","adventure","stargate sg-1: children of the gods - final cut","metro-goldwyn-mayer (mgm)",2009-07-21,0,92
"28953","35177","0","fantasy","dinotopia: quest for the ruby sunstone",NA,2005-05-17,0,75
"28954","1269","0","comedy","neues vom wixxer","gfp medienfonds",2007-03-10,0,98
"28955","51450","0","family","santa's apprentice","bishop studios llc",2010-11-24,0,80
"28956","1419","0","comedy","vollidiot","senator film produktion",2007-04-11,0,102
"28957","14642","1000000","drama","20 years after",NA,2008-01-01,0,95
"28958","298751","0","comedy","growing up and other lies","embark productions",2014-04-26,0,90
"28959","79433","0","animation","ronal barbaren","det danske filminstitut",2011-09-27,0,85
"28960","81086","0","comedy","sex up - ich könnt' schon wieder",NA,2005-03-24,0,91
"28961","133396","0","drama","du hast es versprochen","wüste filmproduktion",2012-12-20,0,102
"28962","150056","0","comedy","jesus liebt mich","ufa filmproduktion gmbh",2012-12-20,0,0
"28963","61104","0","documentary","mount st. elias","red bull media house",2009-11-28,0,105
"28964","11207","0","comedy","süperseks",NA,2004-09-30,0,95
"28965","257734","0",NA,"benjamin blümchen - seine schönsten abenteuer",NA,2006-09-28,0,NA
"28966","16119","8000000","animation","cinderella iii: a twist in time","disneytoon studios",2007-02-06,0,74
"28967","167161","0","documentary","playground",NA,2009-09-04,0,85
"28968","11651","10000000","animation","hui buh, das schlossgespenst","rat pack filmproduktion",2006-07-20,0,103
"28969","204712","0","family","der kleine eisbär - neue abenteuer, neue freunde","westdeutscher rundfunk (wdr)",2002-12-04,0,0
"28970","11179","0","comedy","mädchen, mädchen 2 - loft oder liebe","olga film gmbh",2004-06-17,0,88
"28971","79361","0","comedy","jonas",NA,2012-01-05,0,106
"28972","21385","0","adventure","mickey, donald, goofy: the three musketeers","walt disney pictures",2004-08-04,0,68
"28974","114438","0","comedy","russendisko","seven pictures",2012-03-28,0,0
"28975","238302","7500000","animation","saving santa","gateway films",2013-11-05,0,83
"28976","130798","0","documentary","vergiss mein nicht",NA,2013-01-31,0,88
"28979","5833","0","animation","casper's haunted christmas","the harvey entertainment company",2000-10-31,0,84
"28981","333324","0","documentary","a house of secrets: exploring 'dragonwyck'",NA,2008-09-09,0,16
"28982","12128","4410000","horror","die nacht der lebenden loser","constantin film produktion",2004-11-03,0,90
"28983","71191","0","comedy","la planque","europa corp",2011-09-06,0,79
"28984","15713","0","comedy","la première étoile","mars distribution",2009-01-01,0,90
"28985","10659","0","comedy","siegfried",NA,2005-07-28,0,89
"28987","48411","0","action","어깨너머의 연인","sidus pictures",2007-10-18,0,100
"28988","1615","0","comedy","erkan & stefan gegen die mächte der finsternis",NA,2002-06-20,4508104,80
"28989","1616","0","comedy","erkan & stefan in der tod kommt krass",NA,2005-05-19,0,97
"28991","24696","0","animation","tom and jerry: a nutcracker tale","warner home video",2007-10-02,0,46
"28994","9337","0","comedy","mädchen mädchen!","olga film gmbh",2001-03-29,0,90
"28995","6172","0","war","mein führer - die wirklich wahrste wahrheit über adolf hitler","y filme directors pool",2007-01-11,0,89
"28996","78313","0","drama","halt auf freier strecke","peter rommel productions",2011-12-19,0,110
"29000","73770","0","comedy","what a man","pantaleon films",2011-08-25,0,95
"29001","10036","0","comedy","7 zwerge - der wald ist nicht genug","universal pictures",2006-10-25,0,95
"29004","9572","0","comedy","knallharte jungs","constantin film produktion",2002-03-13,0,83
"29006","51880","0","drama","oscar et la dame rose",NA,2009-11-15,0,105
"29007","258751","0","drama","por un puñado de besos","josé frade producciones cinematográficas s.a.",2014-05-16,0,98
"29008","208982","0","war","vietnam in hd",NA,2011-11-08,0,250
"29009","56771","0",NA,"wwii in hd",NA,2009-11-15,0,0
"29010","254578","0","drama","phoenix","schramm film koerner & weber",2014-09-25,3184472,98
"29011","328595","0","science fiction","parallels","fox digital studios",2015-03-01,0,83
"29012","160171","0","drama","پرده",NA,2013-02-12,0,106
"29013","287422","0","thriller","gentlemen",NA,2014-12-05,0,141
"29014","254200","4700000","thriller","en chance til","zentropa entertainments",2014-09-09,0,103
"29015","265563","0","comedy","el misterio de la felicidad","total entertainment",2014-01-16,0,92
"29016","293771","0","horror","dead rising","di bonaventura pictures",2015-03-27,0,118
"29019","179053","2000000","thriller","app",NA,2013-04-03,0,75
"29022","44119","0","action","piggy banks",NA,2005-01-01,0,87
"29025","301225","0","romance","standby",NA,2014-11-14,0,90
"29027","35428","1950000","comedy","о чём говорят мужчины","central partnership",2010-03-04,12005838,93
"29028","91628","0","drama","dreiviertelmond","d.i.e.film",2011-10-13,0,94
"29029","9478","0","comedy","harte jungs","constantin film produktion",2000-03-29,0,95
"29030","10470","0","animation","werner - gekotzt wird später!","constantin film produktion",2003-07-17,0,80
"29031","10010","0","adventure","brother bear 2","disneytoon studios",2006-08-17,0,73
"29032","9565","0","comedy","schule","bavaria filmverleih- und produktions gmbh",2000-12-07,0,99
"29033","9677","0","horror","staplerfahrer klaus - der erste arbeitstag","rough trade distribution gmbh",2001-08-08,0,10
"29034","4436","0","comedy","kein bund für's leben",NA,2007-08-30,0,90
"29035","9274","0","comedy","feuer, eis & dosenbier","goldkind filmproduktion",2002-02-21,0,83
"29036","285213","0","action","해적: 바다로 간 산적","lotte entertainment",2014-08-06,0,130
"29037","32099","0","music","rentun ruusu","artista-filmi",2001-01-01,0,98
"29038","286971","0","thriller","innocence","killer films",2014-09-05,0,96
"29041","290864","25000000","crime","一個人的武林","emperor motion pictures",2014-10-31,129115,100
"29042","22489","0","action","last flight out","world wide pictures",2004-05-06,0,82
"29068","20893","10000000","action","shadowheart","desert moon pictures",2009-08-04,0,114
"29071","46368","3000000","action","the rig","offspring productions",2010-10-05,0,90
"29076","140212","0","action","내가 살인범이다","showbox/mediaplex",2012-11-08,0,119
"29077","75006","0","horror","모비딕","showbox",2011-06-09,0,112
"29078","237756","0","comedy","kill me three times","parabolic pictures",2015-04-10,0,90
"29079","276904","0","history","underwater dreams",NA,2014-07-11,0,86
"29080","221732","0","action","るろうに剣心　伝説の最期編","warner bros.",2014-09-13,0,135
"29081","221731","0","action","るろうに剣心 京都大火編","warner bros.",2014-08-01,0,138
"29082","323967","700000","drama","walter",NA,2015-03-13,0,87
"29083","299551","0","horror","the atticus institute","the safran company",2015-01-20,0,92
"29084","106717","0","horror","the last will and testament of rosalind leigh","someone at the door productions",2012-11-09,0,82
"29085","294993","0","action","黄飞鸿之英雄有梦","edko films",2014-11-20,0,131
"29087","146229","6900000","thriller","kristy","electric city entertainment",2014-08-07,0,86
"29088","294991","0","thriller","大茶飯","sundream motion pictures",2014-10-11,0,97
"29089","293572","0","thriller","the houses october built",NA,2014-10-10,0,91
"29090","253376","0","horror","la cueva","morena films",2014-01-24,0,80
"29091","265019","0","thriller","preservation","present pictures",2014-08-22,0,90
