"","id","original_title","genres","release_date","Year","Month","Date","revenue","budget","runtime","drama","thriller","nonfiction","action","amusement","cleaned title"
"21541","135812","dracula 3d","[{'id': 27, 'name': 'Horror'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",2012-11-09,"2012","11","09",0,"0",109,1,1,0,0,0,"dracula3d"
"21545","214091","the last of robin hood","[{'id': 18, 'name': 'Drama'}]",2013-09-06,"2013","09","06",0,"0",92,1,0,0,0,0,"thelastofrobinhood"
"21546","118293","le magasin des suicides","[{'id': 35, 'name': 'Comedy'}, {'id': 16, 'name': 'Animation'}]",2012-09-26,"2012","09","26",0,"0",80,0,0,0,0,1,"lemagasindessuicides"
"21552","211954","no se aceptan devoluciones","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2013-07-20,"2013","07","20",99067206,"5500000",115,1,0,0,0,1,"noseaceptandevoluciones"
"21554","174334","the motivation","[{'id': 99, 'name': 'Documentary'}]",2013-04-25,"2013","04","25",0,"0",88,0,0,1,0,0,"themotivation"
"21556","138217","koch","[{'id': 36, 'name': 'History'}, {'id': 99, 'name': 'Documentary'}]",2013-02-01,"2013","02","01",0,"0",95,0,0,1,0,0,"koch"
"21557","164558","one direction this is us","[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]",2013-08-28,"2013","08","28",0,"10000000",92,0,0,1,0,0,"onedirectionthisisus"
"21560","146223","closed circuit","[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",2013-08-28,"2013","08","28",5750401,"0",96,1,1,0,0,0,"closedcircuit"
"21562","219674","ameriqua","[{'id': 35, 'name': 'Comedy'}]",2013-02-28,"2013","02","28",0,"0",103,0,0,0,0,1,"ameriqua"
"21563","27711","killjoy","[{'id': 27, 'name': 'Horror'}]",2000-10-24,"2000","10","24",0,"150000",72,0,1,0,0,0,"killjoy"
"21564","27712","killjoy 2 deliverance from evil","[{'id': 27, 'name': 'Horror'}]",2002-01-08,"2002","01","08",0,"30000",77,0,1,0,0,0,"killjoy2deliverancefromevil"
"21565","61716","killjoy 3","[{'id': 27, 'name': 'Horror'}]",2010-09-14,"2010","09","14",0,"0",76,0,1,0,0,0,"killjoy3"
"21566","185444","evocateur the morton downey jr movie","[{'id': 99, 'name': 'Documentary'}]",2013-06-07,"2013","06","07",0,"300000",87,0,0,1,0,0,"evocateurthemortondowneyjrmovie"
"21567","146227","getaway","[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",2013-08-29,"2013","08","29",10501938,"18000000",90,1,0,0,1,0,"getaway"
"21568","158884","a teacher","[{'id': 18, 'name': 'Drama'}]",2013-09-06,"2013","09","06",0,"100000",75,1,0,0,0,0,"ateacher"
"21569","89623","Î àÎã ÏùÑ ÎÇòÏò ÏïîÌÉâ","[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",2011-07-28,"2011","07","28",0,"0",93,0,0,0,0,1,"ÎàÎãÏùÑÎÇòÏòÏïîÌÉâ"
"21570","127451","high tech low life","[]",2012-04-19,"2012","04","19",0,"0",87,0,0,0,0,0,"hightechlowlife"
"21571","134756","killjoy goes to hell","[{'id': 27, 'name': 'Horror'}]",2012-10-09,"2012","10","09",0,"0",90,0,1,0,0,0,"killjoygoestohell"
"21572","27651","puppet master axis of evil","[{'id': 27, 'name': 'Horror'}]",2010-01-15,"2010","01","15",0,"0",81,0,1,0,0,0,"puppetmasteraxisofevil"
"21573","126321","trois mondes","[{'id': 18, 'name': 'Drama'}]",2012-12-05,"2012","12","05",0,"0",100,1,0,0,0,0,"troismondes"
"21575","47913","king of texas","[{'id': 37, 'name': 'Western'}, {'id': 18, 'name': 'Drama'}]",2002-06-02,"2002","06","02",0,"0",95,1,0,0,1,0,"kingoftexas"
"21577","10432","hack ","[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",2007-07-20,"2007","07","20",0,"0",89,0,1,0,0,1,"hack"
"21581","82932","i am","[{'id': 99, 'name': 'Documentary'}]",2011-02-11,"2011","02","11",0,"0",76,0,0,1,0,0,"iam"
"21583","86235","bad girl island","[{'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}]",2009-01-01,"2009","01","01",0,"0",90,1,1,0,0,1,"badgirlisland"
"21586","86274","hunky dory","[{'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}]",2011-10-25,"2011","10","25",0,"0",110,0,0,1,0,1,"hunkydory"
"21587","171964","american vagabond","[{'id': 99, 'name': 'Documentary'}]",2013-02-27,"2013","02","27",0,"0",85,0,0,1,0,0,"americanvagabond"
"21588","176088","the story of luke","[{'id': 18, 'name': 'Drama'}]",2013-04-05,"2013","04","05",0,"0",95,1,0,0,0,0,"thestoryofluke"
"21593","49047","gravity","[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",2013-09-27,"2013","09","27",716392705,"105000000",91,1,1,0,0,1,"gravity"
"21594","180810","and now a word from our sponsor","[{'id': 35, 'name': 'Comedy'}]",2013-05-10,"2013","05","10",0,"0",87,0,0,0,0,1,"andnowawordfromoursponsor"
"21595","57655","spin","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2007-01-26,"2007","01","26",0,"5000000",90,1,0,0,0,1,"spin"
"21598","207768","i spit on your grave 2","[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 80, 'name': 'Crime'}]",2013-08-25,"2013","08","25",809,"0",106,1,1,0,0,0,"ispitonyourgrave2"
"21599","212716","what if","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2013-09-07,"2013","09","07",7847000,"11000000",93,1,0,0,0,1,"whatif"
"21600","122597","ping pong","[{'id': 99, 'name': 'Documentary'}]",2012-07-06,"2012","07","06",0,"0",80,0,0,1,0,0,"pingpong"
"21601","104634","el sexo de los „Ångeles","[{'id': 18, 'name': 'Drama'}]",2012-05-04,"2012","05","04",0,"0",105,1,0,0,0,0,"elsexodelos„Ångeles"
"21603","103902","unfinished sky","[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",2007-08-04,"2007","08","04",0,"0",94,1,0,0,0,0,"unfinishedsky"
"21604","115199","the history of future folk","[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10402, 'name': 'Music'}]",2012-06-15,"2012","06","15",0,"0",86,0,0,1,0,1,"thehistoryoffuturefolk"
"21605","146233","prisoners","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",2013-09-18,"2013","09","18",122126687,"46000000",153,1,1,0,0,0,"prisoners"
"21606","164457","out of the furnace","[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",2013-12-06,"2013","12","06",15400000,"22000000",116,1,1,0,0,0,"outofthefurnace"
"21607","133369","the conspiracy","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",2012-08-23,"2012","08","23",0,"0",85,0,1,0,0,0,"theconspiracy"
"21608","130593","good vibrations","[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}]",2012-05-31,"2012","05","31",0,"0",97,1,0,1,0,0,"goodvibrations"
"21609","156711","austenland","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2013-08-15,"2013","08","15",2159041,"4900000",97,1,0,0,0,1,"austenland"
"21610","91586","insidious chapter 2","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",2013-09-12,"2013","09","12",0,"5000000",106,0,1,0,0,0,"insidiouschapter2"
"21611","195757","the ultimate life","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2013-09-06,"2013","09","06",0,"0",105,1,0,0,0,0,"theultimatelife"
"21612","96721","rush","[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",2013-09-02,"2013","09","02",90247624,"38000000",123,1,0,0,1,0,"rush"
"21613","57892","vizontele","[]",2001-02-02,"2001","02","02",0,"0",110,0,0,0,0,0,"vizontele"
"21614","158895","this is martin bonner","[{'id': 18, 'name': 'Drama'}]",2013-06-28,"2013","06","28",0,"0",83,1,0,0,0,0,"thisismartinbonner"
"21615","112205","the family","[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}]",2013-09-13,"2013","09","13",36894225,"30000000",111,1,0,0,1,1,"thefamily"
"21616","64820","the crimson petal and the white","[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",2011-01-01,"2011","01","01",0,"0",236,1,0,0,0,0,"thecrimsonpetalandthewhite"
"21617","62503","almost kings","[{'id': 18, 'name': 'Drama'}]",2010-11-11,"2010","11","11",0,"0",93,1,0,0,0,0,"almostkings"
"21619","11111","king lines","[{'id': 12, 'name': 'Adventure'}, {'id': 99, 'name': 'Documentary'}]",2007-03-01,"2007","03","01",0,"250000",55,0,0,1,1,1,"kinglines"
"21620","169813","short term 12","[{'id': 18, 'name': 'Drama'}]",2013-08-23,"2013","08","23",1600000,"0",96,1,0,0,0,0,"shortterm12"
"21621","121789","at any price","[{'id': 18, 'name': 'Drama'}]",2012-08-30,"2012","08","30",0,"0",105,1,0,0,0,0,"atanyprice"
"21625","28320","aurora borealis","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2005-04-22,"2005","04","22",0,"0",109,1,0,0,0,0,"auroraborealis"
"21628","106599","imaginary witness hollywood and the holocaust","[{'id': 99, 'name': 'Documentary'}, {'id': 36, 'name': 'History'}]",2004-01-01,"2004","01","01",0,"0",92,0,0,1,0,0,"imaginarywitnesshollywoodandtheholocaust"
"21629","103713","eminem aka","[{'id': 99, 'name': 'Documentary'}]",2004-12-07,"2004","12","07",0,"0",75,0,0,1,0,0,"eminemaka"
"21630","180314","salinger","[{'id': 99, 'name': 'Documentary'}]",2013-09-06,"2013","09","06",0,"0",120,0,0,1,0,0,"salinger"
"21631","133701","tears of steel","[{'id': 878, 'name': 'Science Fiction'}]",2012-09-25,"2012","09","25",0,"0",12,0,0,0,0,1,"tearsofsteel"
"21632","34188","the jerk theory","[{'id': 35, 'name': 'Comedy'}]",2009-02-05,"2009","02","05",0,"0",93,0,0,0,0,1,"thejerktheory"
"21634","157129","table no 21","[{'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",2013-01-03,"2013","01","03",0,"0",0,0,1,0,1,1,"tableno21"
"21635","129734","paradies glaube","[{'id': 18, 'name': 'Drama'}]",2012-08-29,"2012","08","29",6508,"0",113,1,0,0,0,0,"paradiesglaube"
"21636","158711","the human family tree","[{'id': 99, 'name': 'Documentary'}]",2009-09-01,"2009","09","01",0,"0",90,0,0,1,0,0,"thehumanfamilytree"
"21637","63383","the story of maths","[{'id': 99, 'name': 'Documentary'}]",2008-10-06,"2008","10","06",0,"0",240,0,0,1,0,0,"thestoryofmaths"
"21638","12791","end of the line","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",2007-10-14,"2007","10","14",0,"0",95,0,1,0,0,0,"endoftheline"
"21639","9971","the last run","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2004-01-01,"2004","01","01",0,"0",97,1,0,0,0,1,"thelastrun"
"21642","103689","post tenebras lux","[{'id': 18, 'name': 'Drama'}]",2012-11-22,"2012","11","22",0,"0",115,1,0,0,0,0,"posttenebraslux"
"21643","320849","ice age columbus who were the first americans ","[{'id': 99, 'name': 'Documentary'}]",2005-01-01,"2005","01","01",0,"0",0,0,0,1,0,0,"iceagecolumbuswhowerethefirstamericans"
"21644","174348","farah goes bang","[]",2013-04-19,"2013","04","19",0,"0",92,0,0,0,0,0,"farahgoesbang"
"21645","129139","the to do list","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2013-07-24,"2013","07","24",3566225,"1500000",104,1,0,0,0,1,"thetodolist"
"21646","219288","dragon day","[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",2013-01-10,"2013","01","10",0,"0",96,1,1,0,0,1,"dragonday"
"21648","119826","the unspeakable act","[{'id': 18, 'name': 'Drama'}]",2012-04-19,"2012","04","19",0,"0",91,1,0,0,0,0,"theunspeakableact"
"21652","136911","the factory","[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",2012-10-19,"2012","10","19",0,"25000000",108,1,1,0,0,0,"thefactory"
"21653","27457","tempos de paz","[{'id': 18, 'name': 'Drama'}]",2009-08-14,"2009","08","14",0,"0",80,1,0,0,0,0,"temposdepaz"
"21655","176238","hawking","[{'id': 99, 'name': 'Documentary'}]",2013-03-11,"2013","03","11",0,"0",86,0,0,1,0,0,"hawking"
"21656","22731","pig hunt","[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",2008-07-31,"2008","07","31",0,"0",100,0,1,0,1,0,"pighunt"
"21657","100544","officer down","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",2013-01-22,"2013","01","22",0,"12000000",98,1,0,0,0,0,"officerdown"
"21658","19458","princess protection program","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",2009-06-18,"2009","06","18",0,"0",89,1,0,0,0,1,"princessprotectionprogram"
"21662","220714","grand masti","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2013-09-13,"2013","09","13",4.7e+07,"5500000",140,1,0,0,0,1,"grandmasti"
"21663","109417","battle of the year","[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}]",2013-09-21,"2013","09","21",16549477,"20000000",110,1,0,1,0,0,"battleoftheyear"
"21664","115189","louis theroux twilight of the porn stars","[{'id': 99, 'name': 'Documentary'}]",2012-06-10,"2012","06","10",0,"0",60,0,0,1,0,0,"louistherouxtwilightofthepornstars"
"21665","43065","nightmares in red white and blue","[{'id': 99, 'name': 'Documentary'}, {'id': 27, 'name': 'Horror'}]",2009-08-06,"2009","08","06",0,"0",96,0,1,1,0,0,"nightmaresinredwhiteandblue"
"21667","34937","an englishman in new york","[{'id': 18, 'name': 'Drama'}]",2009-04-27,"2009","04","27",0,"0",75,1,0,0,0,0,"anenglishmaninnewyork"
"21668","245950","the dragonphoenix chronicles indomitable","[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",2014-01-23,"2014","01","23",0,"14000",120,0,0,0,1,1,"thedragonphoenixchroniclesindomitable"
"21672","121676","inescapable","[{'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]",2012-09-14,"2012","09","14",0,"0",93,1,1,0,0,0,"inescapable"
"21673","156708","afternoon delight","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2013-08-30,"2013","08","30",0,"0",95,1,0,0,0,1,"afternoondelight"
"21674","127878","casting by","[{'id': 99, 'name': 'Documentary'}]",2012-09-09,"2012","09","09",0,"0",89,0,0,1,0,0,"castingby"
"21675","199615","a nagy f„ zet","[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",2013-07-03,"2013","07","03",66559,"0",112,1,0,1,1,0,"anagyf„zet"
"21676","71700","repeaters","[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",2010-01-01,"2010","01","01",0,"0",89,1,1,0,0,1,"repeaters"
"21679","38746","bare knuckles","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2010-01-01,"2010","01","01",0,"0",0,1,1,0,1,1,"bareknuckles"
"21680","85656","Èõ ‰ „Ç „Éú„É „Ç „É ","[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",2011-10-15,"2011","10","15",0,"0",114,0,0,0,1,1,"Èõ‰„Ç„Éú„É„Ç„É"
"21681","32630","america the beautiful","[{'id': 99, 'name': 'Documentary'}]",2008-08-01,"2008","08","01",0,"0",105,0,0,1,0,0,"americathebeautiful"
"21682","139998","supporting characters","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",2012-01-23,"2012","01","23",0,"0",87,1,0,0,0,1,"supportingcharacters"
"21683","81857","ÓÜÓ ÔÄÓ Ó ÔÇ","[{'id': 18, 'name': 'Drama'}]",2011-09-01,"2011","09","01",0,"0",93,1,0,0,0,0,"ÓÜÓÔÄÓÓÔÇ"
"21684","73590","synth britannia","[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]",2009-10-16,"2009","10","16",0,"0",88,0,0,1,0,0,"synthbritannia"
"21685","221410","ÓïÔÅÓ Ó ÔÄÓ Ó ","[{'id': 99, 'name': 'Documentary'}]",2013-09-15,"2013","09","15",0,"0",57,0,0,1,0,0,"ÓïÔÅÓÓÔÄÓÓ"
"21687","134394","barricade","[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",2012-09-25,"2012","09","25",0,"0",82,1,1,0,0,0,"barricade"
"21691","91018","linotype the film","[{'id': 99, 'name': 'Documentary'}]",2012-02-03,"2012","02","03",0,"0",75,0,0,1,0,0,"linotypethefilm"
"21692","448538","rocaterrania","[{'id': 14, 'name': 'Fantasy'}, {'id': 99, 'name': 'Documentary'}]",2009-10-01,"2009","10","01",0,"0",74,0,0,1,0,1,"rocaterrania"
"21693","179109","les salauds","[{'id': 18, 'name': 'Drama'}]",2013-07-06,"2013","07","06",12247,"0",100,1,0,0,0,0,"lessalauds"
"21694","62425","talking funny","[{'id': 35, 'name': 'Comedy'}]",2011-04-22,"2011","04","22",0,"0",50,0,0,0,0,1,"talkingfunny"
"21695","129670","nebraska","[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}]",2013-09-21,"2013","09","21",17654912,"12000000",115,1,0,0,1,1,"nebraska"
"21696","45756","sint","[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",2010-10-31,"2010","10","31",0,"0",85,0,1,0,0,1,"sint"
"21698","209263","enough said","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2013-09-18,"2013","09","18",25288872,"0",93,1,0,0,0,1,"enoughsaid"
"21699","138697","don jon","[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2013-07-26,"2013","07","26",0,"6000000",90,1,0,0,0,1,"donjon"
"21700","168051","scatter my ashes at bergdorf s","[{'id': 99, 'name': 'Documentary'}]",2013-05-03,"2013","05","03",0,"0",93,0,0,1,0,0,"scattermyashesatbergdorfs"
"21701","133931","zambezia","[{'id': 35, 'name': 'Comedy'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",2012-06-05,"2012","06","05",0,"20000000",83,0,0,0,1,1,"zambezia"
"21703","36130","102 minutes that changed america","[{'id': 99, 'name': 'Documentary'}]",2008-01-01,"2008","01","01",0,"0",102,0,0,1,0,0,"102minutesthatchangedamerica"
"21704","26251","wanda sykes sick and tired","[{'id': 35, 'name': 'Comedy'}]",2006-10-14,"2006","10","14",0,"0",70,0,0,0,0,1,"wandasykessickandtired"
"21706","23385","new town killers","[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",2008-10-28,"2008","10","28",0,"0",97,1,1,0,0,0,"newtownkillers"
"21707","15810","the tender hook","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",2008-09-18,"2008","09","18",0,"0",103,1,1,0,0,0,"thetenderhook"
"21708","128135","seenelk„ ik","[{'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}]",2012-09-21,"2012","09","21",0,"0",93,0,1,0,1,1,"seenelk„ik"
"NA.23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA
"21710","157820","l „ cume des jours","[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",2013-04-24,"2013","04","24",0,"0",131,1,0,0,0,1,"l„cumedesjours"
"21711","193613","metallica through the never","[{'id': 10402, 'name': 'Music'}]",2013-09-25,"2013","09","25",7972967,"18000000",93,0,0,1,0,0,"metallicathroughthenever"
"21712","51452","the century of the self","[{'id': 99, 'name': 'Documentary'}]",2002-03-17,"2002","03","17",0,"0",235,0,0,1,0,0,"thecenturyoftheself"
"21714","157409","crystal fairy the magical cactus","[{'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",2013-07-12,"2013","07","12",0,"0",98,0,0,0,1,1,"crystalfairythemagicalcactus"
"21715","217014","de nieuwe wildernis","[{'id': 99, 'name': 'Documentary'}]",2013-09-26,"2013","09","26",0,"0",0,0,0,1,0,0,"denieuwewildernis"
"21716","132887","first cousin once removed","[{'id': 99, 'name': 'Documentary'}]",2012-10-09,"2012","10","09",0,"0",78,0,0,1,0,0,"firstcousinonceremoved"
"21717","70115","machete maidens unleashed ","[{'id': 99, 'name': 'Documentary'}]",2010-10-15,"2010","10","15",0,"0",85,0,0,1,0,0,"machetemaidensunleashed"
"21719","216374","i will follow you into the dark","[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",2012-12-20,"2012","12","20",0,"5000000",107,1,1,0,0,0,"iwillfollowyouintothedark"
"21722","175245","ferocious","[{'id': 53, 'name': 'Thriller'}]",2013-03-07,"2013","03","07",0,"0",93,0,1,0,0,0,"ferocious"
"21723","100681","‡ ‡ Ç‡ ò‡ ‡ à","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2012-06-08,"2012","06","08",0,"0",120,1,1,0,0,0,"‡‡Ç‡ò‡‡à"
"21724","25377","paintball","[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",2009-04-24,"2009","04","24",0,"0",90,0,1,0,1,0,"paintball"
"21725","68780","lincz","[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",2010-09-17,"2010","09","17",0,"0",0,1,1,0,0,0,"lincz"
"21726","55230","tsunami caught on camera","[{'id': 99, 'name': 'Documentary'}]",2009-12-30,"2009","12","30",0,"0",90,0,0,1,0,0,"tsunamicaughtoncamera"
"21727","128241","the rise","[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",2012-09-09,"2012","09","09",0,"0",106,1,1,0,0,0,"therise"
"21732","72440","anaganaga o dheerudu","[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}, {'id': 10769, 'name': 'Foreign'}]",2011-01-14,"2011","01","14",0,"0",138,0,0,0,1,1,"anaganagaodheerudu"
"21734","25584","varannan vecka","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2006-01-13,"2006","01","13",0,"0",97,1,0,0,0,1,"varannanvecka"
"21735","172828","bad milo ","[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",2013-08-28,"2013","08","28",19613,"0",85,0,1,0,0,1,"badmilo"
"21736","75757","america the beautiful 2 the thin commandments","[{'id': 99, 'name': 'Documentary'}]",2011-10-12,"2011","10","12",0,"0",0,0,0,1,0,0,"americathebeautiful2thethincommandments"
